year,lgID,tmID,hW,hL,hT,hOTL,rW,rL,rT,rOTL,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
1974,NHL,LAK,22,7,11,,20,10,10,,,,,,6,1,4,,6,1,5,,8,3,2,,9,3,2,,5,4,3,,6,4,4,,2,1,1,
1974,NHL,MNS,17,20,3,,6,30,4,,,,,,2,4,3,,7,6,1,,2,10,1,,1,9,1,,6,8,0,,5,10,1,,0,3,0,
1974,NHL,MTL,27,8,5,,20,6,14,,,,,,4,3,4,,8,3,3,,8,0,4,,8,3,2,,8,1,3,,8,4,3,,3,0,0,
1974,NHL,NYI,22,6,12,,11,19,10,,,,,,6,1,2,,3,7,5,,5,6,2,,6,3,3,,6,4,3,,6,3,6,,1,1,1,
1974,NHL,NYR,21,11,8,,16,18,6,,,,,,5,3,2,,5,5,2,,6,3,4,,9,4,1,,6,4,4,,5,9,0,,1,1,1,
1974,NHL,PHI,32,6,2,,19,12,9,,,,,,6,3,1,,8,3,2,,10,1,2,,7,3,2,,5,7,2,,13,1,1,,2,0,1,
1974,NHL,PIT,25,5,10,,12,23,5,,,,,,2,4,1,,6,6,3,,4,6,4,,8,3,2,,7,3,3,,9,4,2,,1,2,0,
1974,NHL,STL,23,13,4,,12,18,10,,,,,,2,5,3,,5,6,1,,8,4,2,,4,7,2,,4,4,4,,9,4,2,,3,1,0,
1974,NHL,TOR,19,12,9,,12,21,7,,,,,,3,3,3,,3,9,1,,5,6,2,,7,7,1,,5,4,4,,8,2,4,,0,2,1,
1974,NHL,VAN,23,12,5,,15,20,5,,,,,,5,3,2,,10,3,2,,7,4,1,,3,10,0,,5,5,1,,5,7,4,,3,0,0,
1974,NHL,WAS,7,28,5,,1,39,0,,,,,,1,8,1,,1,10,2,,1,12,1,,1,11,1,,2,12,0,,1,12,0,,1,2,0,
1974,WHA,CHC,18,20,1,,12,27,0,,,,,,1,5,0,,6,8,0,,6,7,0,,5,8,1,,7,7,0,,3,11,0,,2,1,0,
1974,WHA,CLC,23,15,1,,12,25,2,,,,,,2,2,1,,7,4,0,,4,11,0,,8,8,1,,5,8,0,,8,5,1,,1,2,0,
1974,WHA,EDO,25,12,2,,11,26,2,,,,,,0,2,0,,8,4,0,,9,4,0,,6,7,2,,6,7,1,,5,12,1,,2,2,0,
1974,WHA,HOU,28,11,0,,25,14,0,,,,,,4,4,0,,10,4,0,,10,3,0,,5,5,0,,12,4,0,,9,4,0,,3,1,0,
1974,WHA,IND,13,26,0,,5,31,3,,,,,,1,6,0,,3,12,0,,2,10,1,,4,7,2,,4,7,0,,4,12,0,,0,3,0,
1974,WHA,MFS,26,13,0,,16,20,3,,,,,,2,4,0,,4,7,0,,10,5,0,,9,4,0,,6,7,2,,9,3,1,,2,3,0,
1974,WHA,MIB,15,21,3,,6,32,1,,,,,,2,5,0,,3,10,0,,6,7,3,,2,9,0,,2,11,0,,3,9,1,,3,2,0,
1974,WHA,NEW,28,8,3,,15,22,2,,,,,,5,1,0,,9,4,0,,5,8,1,,8,6,1,,6,4,1,,8,5,2,,2,2,0,
1974,WHA,PHR,23,11,5,,16,20,3,,,,,,2,4,1,,5,5,1,,10,4,1,,7,7,3,,6,5,0,,8,4,2,,1,2,0,
1974,WHA,QUN,27,12,0,,19,20,0,,,,,,4,1,0,,8,6,0,,7,8,0,,11,2,0,,9,4,0,,4,10,0,,3,1,0,
1974,WHA,SDM,26,11,2,,17,20,2,,,,,,4,1,0,,7,6,0,,4,9,1,,8,4,0,,6,7,1,,12,3,1,,2,1,1,
1974,WHA,TOT,24,15,0,,19,18,2,,,,,,6,1,0,,8,7,1,,6,5,0,,7,6,1,,6,7,0,,8,6,0,,2,1,0,
1974,WHA,VAB,25,12,2,,12,27,0,,,,,,3,3,0,,4,7,1,,8,4,1,,6,9,0,,7,5,0,,6,9,0,,3,2,0,
1974,WHA,WIJ,23,13,3,,15,22,2,,,,,,4,1,0,,7,5,1,,6,8,0,,3,7,1,,7,6,1,,11,5,1,,0,3,1,
1975,NHL,ATF,19,14,7,,16,19,5,,,,,,4,5,1,,6,7,1,,9,4,2,,5,6,3,,3,7,2,,6,4,2,,2,0,1,
1975,NHL,BOS,27,5,8,,21,10,9,,,,,,4,3,2,,8,3,4,,8,3,2,,10,1,1,,10,1,2,,7,3,5,,1,1,1,
1975,NHL,BUF,28,7,5,,18,14,8,,,,,,8,1,1,,9,4,0,,4,5,4,,6,4,3,,8,4,3,,9,2,2,,2,1,0,
1975,NHL,CHI,17,15,8,,15,15,10,,,,,,5,4,2,,5,0,8,,5,6,2,,6,3,4,,5,8,1,,5,9,0,,1,0,1,
1975,NHL,CLF,16,19,5,,11,23,6,,,,,,3,6,2,,6,10,0,,3,6,1,,7,4,1,,4,8,4,,3,7,3,,1,1,0,
1975,NHL,DET,17,15,8,,9,29,2,,,,,,1,7,3,,6,7,1,,4,7,0,,5,7,3,,3,8,2,,7,6,1,,0,2,0,
1975,NHL,KCS,8,24,8,,4,32,4,,,,,,3,5,1,,3,8,3,,5,9,0,,0,13,1,,1,6,5,,0,13,2,,0,2,0,
1975,NHL,LAK,22,13,5,,16,20,4,,,,,,8,4,0,,5,6,2,,7,6,0,,8,6,1,,3,5,4,,6,5,2,,1,1,0,
1975,NHL,MNS,15,22,3,,5,31,4,,,,,,2,7,0,,3,9,0,,7,6,2,,4,7,2,,2,12,0,,2,11,2,,0,1,1,
1975,NHL,MTL,32,3,5,,26,8,6,,,,,,6,2,2,,12,2,1,,8,1,3,,10,2,2,,10,2,2,,10,2,1,,2,0,0,
1975,NHL,NYI,24,8,8,,18,13,9,,,,,,5,1,4,,6,7,1,,9,2,1,,7,2,3,,6,5,4,,8,3,3,,1,1,1,
1975,NHL,NYR,16,16,8,,13,26,1,,,,,,4,5,1,,5,9,1,,6,4,2,,3,8,2,,5,8,1,,5,7,2,,1,1,0,
1975,NHL,PHI,36,2,2,,15,11,14,,,,,,7,1,2,,9,2,4,,6,3,2,,8,4,2,,10,0,4,,9,2,2,,2,1,0,
1975,NHL,PIT,23,11,6,,12,22,6,,,,,,4,2,1,,6,8,1,,5,7,2,,4,7,3,,8,2,4,,7,6,1,,1,1,0,
1975,NHL,STL,20,12,8,,9,25,6,,,,,,3,5,2,,5,5,3,,3,9,0,,7,6,1,,5,5,4,,6,6,3,,0,1,1,
1975,NHL,TOR,23,12,5,,11,19,10,,,,,,5,4,1,,4,3,6,,5,6,1,,7,6,2,,7,6,1,,6,4,4,,0,2,0,
1975,NHL,VAN,22,11,7,,11,21,8,,,,,,3,6,2,,5,5,3,,5,4,1,,5,5,4,,7,7,1,,6,5,4,,2,0,0,
1975,NHL,WAS,6,26,8,,5,33,2,,,,,,2,9,1,,1,9,1,,0,11,3,,2,13,0,,3,6,4,,2,9,1,,1,2,0,
1975,WHA,CAC,25,13,2,,16,22,2,,,,,,3,5,0,,9,4,1,,7,5,1,,6,7,0,,6,6,2,,9,7,0,,1,1,0,
1975,WHA,CIN,26,14,0,,9,30,1,,,,,,5,3,0,,4,9,0,,7,7,1,,5,8,0,,8,6,0,,5,10,0,,1,1,0,
1975,WHA,CLC,23,15,2,,12,25,3,,,,,,3,3,0,,6,6,2,,3,11,0,,7,5,2,,7,6,1,,7,7,0,,2,2,0,
1975,WHA,DOT,8,14,1,,6,12,0,,,,,,3,4,0,,5,8,1,,5,8,0,,1,6,0,,,,,,,,,,,,,
1975,WHA,EDO,20,17,3,,7,32,2,,,,,,4,6,2,,6,8,0,,5,9,0,,3,8,1,,4,8,2,,4,9,0,,1,1,0,
1975,WHA,HOU,33,7,0,,20,20,0,,,,,,3,4,0,,11,3,0,,7,6,0,,10,5,0,,9,4,0,,9,5,0,,4,0,0,
1975,WHA,IND,21,17,2,,14,22,4,,,,,,3,6,0,,6,6,0,,5,6,2,,5,10,0,,5,7,1,,9,2,3,,2,2,0,
1975,WHA,MFS,16,11,2,,14,14,2,,,,,,3,4,1,,7,5,0,,6,4,2,,9,5,0,,5,7,1,,,,,,,,,
1975,WHA,NEW,22,16,2,,11,24,5,,,,,,5,2,1,,4,10,0,,8,4,2,,5,7,2,,4,8,1,,6,8,1,,1,1,0,
1975,WHA,PHR,20,14,6,,19,21,0,,,,,,5,4,0,,2,7,3,,8,4,0,,8,5,2,,8,4,1,,8,9,0,,0,2,0,
1975,WHA,QUN,33,7,0,,17,20,4,,,,,,5,4,0,,11,4,1,,8,6,1,,7,2,1,,7,3,1,,8,8,0,,4,0,0,
1975,WHA,SDM,24,12,4,,12,26,2,,,,,,3,3,1,,6,7,1,,7,4,2,,8,8,0,,6,6,0,,5,8,2,,1,2,0,
1975,WHA,TOT,16,20,4,,8,32,1,,,,,,2,4,1,,4,9,1,,6,9,1,,3,7,2,,1,11,0,,8,8,0,,0,4,0,
1975,WHA,WIJ,29,11,0,,23,16,2,,,,,,7,2,0,,10,5,0,,8,7,0,,10,4,0,,9,3,2,,7,4,0,,1,2,0,
1976,NHL,ATF,22,11,7,,12,23,5,,,,,,5,6,2,,6,2,4,,7,5,1,,5,4,4,,3,9,0,,7,8,0,,1,0,1,
1976,NHL,BOS,27,7,6,,22,16,2,,,,,,9,3,0,,9,2,1,,5,6,2,,7,5,2,,5,5,2,,12,2,1,,2,0,0,
1976,NHL,BUF,27,8,5,,21,16,3,,,,,,5,4,1,,8,2,2,,11,2,0,,4,7,3,,10,4,0,,9,5,1,,1,0,1,
1976,NHL,CHI,19,16,5,,7,27,6,,,,,,7,5,1,,3,7,1,,2,8,4,,6,4,3,,5,8,1,,3,9,1,,0,2,0,
1976,NHL,CLE,14,17,9,,11,25,4,,,,,,3,5,2,,3,6,4,,5,10,1,,4,6,1,,4,7,2,,5,7,3,,1,1,0,
1976,NHL,COR,12,20,8,,8,26,6,,,,,,3,8,1,,3,7,2,,3,7,3,,5,6,3,,5,6,1,,0,11,4,,1,1,0,
1976,NHL,DET,12,22,6,,4,33,3,,,,,,3,7,1,,4,6,3,,6,7,0,,1,9,2,,2,9,2,,0,15,1,,0,2,0,
1976,NHL,LAK,20,13,7,,14,18,8,,,,,,7,3,3,,1,7,5,,4,6,2,,6,7,0,,6,4,2,,8,4,3,,2,0,0,
1976,NHL,MNS,17,14,9,,6,25,9,,,,,,4,7,1,,2,8,2,,1,5,6,,5,7,2,,4,5,4,,7,5,3,,0,2,0,
1976,NHL,MTL,33,1,6,,27,7,6,,,,,,9,3,1,,10,1,2,,8,1,3,,10,2,2,,10,0,2,,11,1,2,,2,0,0,
1976,NHL,NYI,24,11,5,,23,10,7,,,,,,7,2,2,,8,4,1,,7,2,2,,7,6,2,,9,2,2,,8,4,3,,1,1,0,
1976,NHL,NYR,17,18,5,,12,19,9,,,,,,5,7,1,,5,4,3,,5,4,6,,3,6,3,,5,7,0,,6,7,1,,0,2,0,
1976,NHL,PHI,33,6,1,,15,10,15,,,,,,7,3,2,,5,4,2,,10,0,4,,7,3,4,,9,3,0,,9,3,3,,1,0,1,
1976,NHL,PIT,22,12,6,,12,21,7,,,,,,2,6,4,,6,5,1,,7,5,1,,7,4,2,,5,5,4,,5,8,1,,2,0,0,
1976,NHL,STL,22,13,5,,10,26,4,,,,,,7,5,0,,5,6,1,,3,6,4,,6,8,0,,6,5,1,,4,8,3,,1,1,0,
1976,NHL,TOR,18,13,9,,15,19,6,,,,,,3,5,3,,8,4,1,,6,6,2,,7,5,1,,5,6,2,,4,5,5,,0,1,1,
1976,NHL,VAN,13,21,6,,12,21,7,,,,,,4,7,1,,2,10,1,,4,9,1,,5,6,2,,3,7,2,,6,2,6,,1,1,0,
1976,NHL,WAS,17,15,8,,7,27,6,,,,,,2,6,2,,5,8,0,,3,8,2,,6,6,4,,2,6,5,,6,6,1,,0,2,0,
1976,WHA,BIR,22,15,3,,9,31,1,,,,,,4,8,1,,4,11,0,,5,7,0,,5,6,0,,7,4,2,,6,8,0,,0,2,1,
1976,WHA,CAC,26,12,2,,5,31,5,,,,,,3,6,1,,6,5,1,,5,6,0,,5,7,2,,5,7,1,,6,10,0,,1,2,2,
1976,WHA,CIN,29,10,1,,10,27,4,,,,,,6,3,2,,6,6,0,,5,7,0,,6,7,0,,8,5,1,,8,7,1,,0,2,1,
1976,WHA,EDO,24,15,1,,10,28,3,,,,,,4,5,0,,6,9,0,,6,6,1,,5,8,1,,4,7,0,,7,7,1,,2,1,1,
1976,WHA,HOU,33,3,4,,17,21,2,,,,,,5,5,2,,7,2,1,,6,7,1,,10,2,1,,9,3,1,,10,4,0,,3,1,0,
1976,WHA,IND,24,13,3,,12,24,5,,,,,,3,5,1,,9,5,1,,6,4,0,,5,7,2,,4,8,3,,8,6,1,,1,2,0,
1976,WHA,MF2,14,8,3,,5,10,2,,,,,,3,6,2,,6,5,2,,7,6,0,,3,1,1,,,,,,,,,,,,,
1976,WHA,NEW,20,16,4,,15,24,2,,,,,,4,4,1,,4,8,2,,8,6,1,,4,10,1,,6,6,1,,8,5,0,,1,1,0,
1976,WHA,PHR,20,18,2,,8,30,2,,,,,,5,5,0,,7,5,2,,2,10,0,,6,7,0,,4,9,1,,3,11,1,,1,1,0,
1976,WHA,QUN,29,10,1,,18,21,2,,,,,,9,2,0,,6,8,0,,7,5,1,,8,1,0,,6,8,0,,9,6,1,,2,1,1,
1976,WHA,SDM,26,10,4,,14,27,0,,,,,,4,5,2,,8,5,0,,11,3,0,,4,7,0,,6,6,1,,5,9,1,,2,2,0,
1976,WHA,WIJ,30,9,1,,16,23,1,,,,,,7,3,0,,7,7,1,,4,5,0,,7,5,0,,9,5,1,,9,6,0,,3,1,0,
1977,NHL,ATF,20,13,7,,14,14,12,,,,,,3,2,3,,4,6,4,,5,6,3,,8,5,1,,3,3,6,,8,4,1,,3,1,1,
1977,NHL,BOS,29,6,5,,22,12,6,,,,,,3,3,3,,10,2,1,,10,2,2,,8,4,0,,7,2,2,,11,2,3,,2,3,0,
1977,NHL,BUF,25,7,8,,19,12,9,,,,,,5,2,1,,9,4,1,,7,1,5,,5,3,5,,9,2,2,,7,4,3,,2,3,0,
1977,NHL,CHI,20,9,11,,12,20,8,,,,,,4,2,3,,2,6,5,,6,6,2,,7,3,2,,5,4,4,,6,6,2,,2,2,1,
1977,NHL,CLE,14,17,9,,8,28,4,,,,,,4,5,0,,3,8,2,,3,10,2,,7,7,0,,2,7,4,,2,6,4,,1,2,1,
1977,NHL,COR,17,14,9,,2,26,12,,,,,,3,2,3,,3,7,2,,2,7,3,,3,9,3,,2,7,5,,4,7,4,,2,1,1,
1977,NHL,DET,22,11,7,,10,23,7,,,,,,3,3,2,,6,6,1,,2,9,2,,6,4,2,,6,6,2,,7,3,4,,2,3,1,
1977,NHL,LAK,18,16,6,,13,18,9,,,,,,4,3,2,,6,4,3,,6,5,1,,5,6,3,,3,7,3,,6,7,2,,1,2,1,
1977,NHL,MNS,12,24,4,,6,29,5,,,,,,2,7,0,,4,5,3,,3,10,1,,2,10,1,,3,8,1,,2,10,3,,2,3,0,
1977,NHL,MTL,32,4,4,,27,6,7,,,,,,6,2,2,,9,2,1,,10,3,1,,10,0,2,,9,1,3,,12,1,1,,3,1,1,
1977,NHL,NYI,29,3,8,,19,14,7,,,,,,4,2,3,,7,4,4,,9,3,1,,9,2,0,,9,2,3,,6,4,3,,4,0,1,
1977,NHL,NYR,18,15,7,,12,22,6,,,,,,4,5,1,,5,7,1,,3,4,7,,4,8,0,,5,6,2,,8,2,2,,1,5,0,
1977,NHL,PHI,29,6,5,,16,14,10,,,,,,5,2,1,,9,2,2,,10,3,1,,4,4,5,,7,4,2,,8,4,2,,2,1,2,
1977,NHL,PIT,16,15,9,,9,22,9,,,,,,3,5,1,,4,6,3,,4,6,4,,5,5,3,,4,2,5,,2,11,2,,3,2,0,
1977,NHL,STL,12,20,8,,8,27,5,,,,,,0,8,1,,5,7,2,,3,9,1,,3,7,2,,3,7,3,,4,7,4,,2,2,0,
1977,NHL,TOR,21,13,6,,20,16,4,,,,,,4,1,2,,8,4,1,,9,5,1,,5,5,3,,7,2,3,,7,8,0,,1,4,0,
1977,NHL,VAN,13,15,12,,7,28,5,,,,,,3,3,2,,3,7,3,,4,5,4,,4,7,3,,2,9,2,,3,11,2,,1,1,1,
1977,NHL,WAS,10,23,7,,7,26,7,,,,,,2,5,0,,0,10,5,,4,6,3,,3,9,3,,3,10,0,,2,8,2,,3,1,1,
1977,WHA,BIR,23,16,2,,13,25,1,,,,,,1,6,0,,5,7,2,,8,4,0,,7,7,0,,5,9,0,,7,7,1,,3,1,0,
1977,WHA,CIN,21,19,1,,14,23,2,,,,,,1,5,0,,7,8,0,,5,6,2,,6,8,0,,5,6,1,,8,5,0,,3,4,0,
1977,WHA,CZE,0,0,0,,1,6,1,,,,,,,,,,,,,,1,6,1,,,,,,,,,,,,,,,,,
1977,WHA,EDO,24,15,2,,14,24,1,,,,,,2,5,0,,8,5,1,,6,5,0,,8,7,0,,7,5,1,,5,11,0,,2,1,1,
1977,WHA,HOU,26,13,2,,16,21,2,,,,,,3,4,0,,5,5,1,,6,6,2,,10,5,0,,6,7,0,,9,4,1,,3,3,0,
1977,WHA,IND,17,21,3,,7,30,2,,,,,,4,2,2,,2,9,1,,3,11,1,,5,7,0,,4,7,0,,5,10,1,,1,5,0,
1977,WHA,NEW,26,14,1,,18,17,4,,,,,,6,1,1,,9,3,2,,8,4,0,,6,8,1,,5,6,0,,7,8,0,,3,1,1,
1977,WHA,QUN,29,10,2,,11,27,1,,,,,,4,3,1,,8,6,0,,4,3,0,,7,8,1,,5,10,0,,8,6,1,,4,1,0,
1977,WHA,SOV,0,0,0,,3,4,1,,,,,,,,,,,,,,3,4,0,,0,0,1,,,,,,,,,,,,,
1977,WHA,WIJ,28,11,2,,22,17,0,,,,,,7,2,0,,5,6,1,,9,4,0,,7,6,1,,13,0,0,,8,6,0,,1,4,0,
1978,NHL,ATF,25,11,4,,16,20,4,,,,,,8,0,2,,7,7,0,,5,9,1,,8,4,1,,6,2,2,,5,7,1,,2,2,1,
1978,NHL,BOS,25,10,5,,18,13,9,,,,,,6,1,2,,7,3,3,,11,2,2,,6,7,1,,4,4,2,,8,5,2,,1,1,2,
1978,NHL,BUF,19,13,8,,17,15,8,,,,,,2,4,2,,6,4,4,,7,5,3,,4,6,2,,6,4,0,,10,3,4,,1,2,1,
1978,NHL,CHI,18,12,10,,11,24,5,,,,,,4,1,3,,4,7,2,,4,8,2,,5,7,2,,6,3,3,,4,8,2,,2,2,1,
1978,NHL,COR,8,24,8,,7,29,4,,,,,,2,7,1,,2,8,4,,3,9,1,,5,7,2,,1,11,0,,1,10,2,,1,1,2,
1978,NHL,DET,15,17,8,,8,24,8,,,,,,4,2,3,,2,8,3,,2,10,5,,2,7,3,,4,6,0,,7,6,2,,2,2,0,
1978,NHL,LAK,20,13,7,,14,21,5,,,,,,4,4,0,,6,5,2,,4,6,4,,7,9,1,,5,3,2,,7,5,2,,1,2,1,
1978,NHL,MNS,19,15,6,,9,25,6,,,,,,1,4,2,,4,10,0,,9,4,1,,5,5,4,,4,4,3,,4,10,1,,1,3,1,
1978,NHL,MTL,29,6,5,,23,11,6,,,,,,4,4,1,,11,2,1,,11,0,3,,9,3,2,,7,2,1,,8,5,2,,2,1,1,
1978,NHL,NYI,31,3,6,,20,12,8,,,,,,5,2,2,,9,1,2,,10,1,3,,8,4,2,,7,3,1,,8,3,4,,4,1,0,
1978,NHL,NYR,19,13,8,,21,16,3,,,,,,5,1,3,,8,3,1,,7,9,0,,9,4,1,,5,3,2,,5,6,3,,1,3,1,
1978,NHL,PHI,26,10,4,,14,15,11,,,,,,3,4,2,,9,4,2,,7,5,2,,3,4,5,,5,2,2,,11,4,2,,2,2,0,
1978,NHL,PIT,23,12,5,,13,19,8,,,,,,1,6,2,,5,7,1,,9,2,4,,5,7,1,,6,3,1,,8,4,4,,2,2,0,
1978,NHL,STL,14,20,6,,4,30,6,,,,,,2,5,3,,3,11,1,,3,10,1,,4,8,2,,3,6,1,,2,7,4,,1,3,0,
1978,NHL,TOR,20,12,8,,14,21,5,,,,,,4,5,1,,8,3,3,,5,8,2,,4,4,4,,3,6,1,,8,6,1,,2,1,1,
1978,NHL,VAN,15,18,7,,10,24,6,,,,,,4,5,1,,5,8,1,,4,8,1,,4,6,4,,2,6,3,,5,9,1,,1,0,2,
1978,NHL,WAS,15,19,6,,9,22,9,,,,,,1,5,2,,4,9,2,,3,8,3,,9,5,1,,1,7,2,,3,6,5,,3,1,0,
1978,WHA,BIR,20,16,5,,12,26,1,,,,,,4,3,0,,4,8,1,,6,7,2,,4,6,0,,5,6,1,,6,8,2,,3,4,0,
1978,WHA,CIN,21,16,4,,12,25,2,,,,,,5,3,1,,7,5,1,,4,9,2,,4,6,1,,4,5,1,,6,10,0,,3,3,0,
1978,WHA,CZE,0,0,0,,1,4,1,,,,,,,,,,,,,,0,3,0,,1,1,1,,,,,,,,,,,,,
1978,WHA,EDO,29,11,1,,19,19,1,,,,,,3,5,0,,8,3,0,,6,7,0,,6,4,0,,10,2,1,,8,6,1,,7,3,0,
1978,WHA,FIN,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,
1978,WHA,IND,4,8,1,,1,10,1,,,,,,2,5,1,,1,9,1,,2,4,0,,,,,,,,,,,,,,,,,
1978,WHA,NEW,22,19,0,,15,15,9,,,,,,5,3,1,,6,4,3,,7,3,2,,4,5,0,,6,7,2,,5,7,1,,4,5,0,
1978,WHA,QUN,24,13,4,,17,21,1,,,,,,4,5,1,,7,4,1,,8,3,2,,5,4,0,,4,7,1,,11,5,0,,2,6,0,
1978,WHA,SOV,0,0,0,,4,1,1,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,
1978,WHA,WIJ,22,15,4,,17,20,2,,,,,,4,3,2,,6,6,1,,4,4,1,,8,6,2,,6,8,0,,6,5,0,,5,3,0,
1979,NHL,ATF,18,15,7,,17,17,6,,,,,,5,4,1,,6,5,2,,3,8,1,,7,5,3,,5,2,4,,8,6,1,,1,2,1,
1979,NHL,BOS,27,9,4,,19,12,9,,,,,,5,2,2,,10,2,1,,5,6,2,,10,4,1,,6,3,3,,8,3,4,,2,1,0,
1979,NHL,BUF,27,5,8,,20,12,8,,,,,,6,3,2,,9,3,1,,10,4,0,,7,3,3,,7,3,3,,4,1,7,,4,0,0,
1979,NHL,CHI,21,12,7,,13,15,12,,,,,,3,4,3,,5,4,4,,4,5,5,,8,5,1,,7,3,1,,6,3,5,,1,3,0,
1979,NHL,COR,12,20,8,,7,28,5,,,,,,1,7,2,,4,6,1,,7,8,0,,2,8,4,,2,6,3,,3,10,3,,0,3,0,
1979,NHL,DET,14,21,5,,12,22,6,,,,,,2,5,2,,4,5,2,,5,7,3,,8,6,0,,3,7,2,,4,10,2,,0,3,0,
1979,NHL,EDM,17,14,9,,11,25,4,,,,,,1,5,4,,4,7,2,,4,7,1,,6,6,3,,5,7,2,,7,6,0,,1,1,1,
1979,NHL,HAR,22,12,6,,5,22,13,,,,,,2,4,4,,6,4,2,,1,8,3,,6,6,1,,7,5,2,,3,5,7,,2,2,0,
1979,NHL,LAK,18,13,9,,12,23,5,,,,,,5,3,2,,5,5,3,,7,4,1,,4,8,3,,4,10,0,,4,4,5,,1,2,0,
1979,NHL,MNS,25,8,7,,11,20,9,,,,,,6,2,1,,4,4,5,,8,3,1,,4,7,3,,7,4,2,,7,6,2,,0,2,2,
1979,NHL,MTL,30,7,3,,17,13,10,,,,,,6,2,2,,8,4,2,,4,8,2,,9,4,0,,8,2,2,,10,0,4,,2,0,1,
1979,NHL,NYI,26,9,5,,13,19,8,,,,,,4,3,2,,2,8,2,,7,4,2,,10,4,1,,6,6,1,,8,3,4,,2,0,1,
1979,NHL,NYR,22,10,8,,16,22,2,,,,,,4,4,1,,5,9,1,,8,2,3,,6,5,4,,6,5,0,,8,5,1,,1,2,0,
1979,NHL,PHI,27,5,8,,21,7,12,,,,,,6,1,1,,11,0,2,,7,0,7,,10,2,2,,7,2,2,,6,6,5,,1,1,1,
1979,NHL,PIT,20,13,7,,10,24,6,,,,,,4,4,1,,5,4,3,,5,3,7,,5,10,0,,4,7,0,,6,7,2,,1,2,0,
1979,NHL,QUE,17,16,7,,8,28,4,,,,,,3,5,1,,4,7,3,,8,5,1,,4,6,2,,3,9,1,,3,10,1,,0,2,2,
1979,NHL,STL,20,13,7,,14,21,5,,,,,,3,4,3,,5,9,1,,5,5,2,,8,3,3,,6,4,1,,4,9,2,,3,0,0,
1979,NHL,TOR,17,19,4,,18,21,1,,,,,,4,5,1,,7,5,1,,5,6,2,,5,8,0,,6,7,0,,6,7,1,,2,2,0,
1979,NHL,VAN,14,17,9,,13,20,7,,,,,,4,3,3,,6,5,3,,4,8,1,,1,11,1,,4,5,3,,5,5,5,,3,0,0,
1979,NHL,WAS,20,14,6,,7,26,7,,,,,,3,6,1,,1,10,3,,5,7,1,,4,5,3,,6,5,2,,7,6,2,,1,1,1,
1979,NHL,WIN,13,19,8,,7,30,3,,,,,,4,5,1,,3,8,2,,5,9,1,,2,10,2,,1,8,4,,3,8,1,,2,1,0,
1980,NHL,BOS,26,10,4,,11,20,9,,,,,,2,7,1,,5,3,5,,6,6,1,,9,4,1,,6,4,2,,8,4,3,,1,2,0,
1980,NHL,BUF,21,7,12,,18,13,9,,,,,,5,2,2,,8,4,3,,5,3,4,,6,1,7,,6,3,3,,8,6,1,,1,1,1,
1980,NHL,CAL,25,5,10,,14,22,4,,,,,,5,4,2,,5,5,3,,6,3,3,,6,7,3,,9,2,1,,6,6,2,,2,0,0,
1980,NHL,CHI,21,11,8,,10,22,8,,,,,,6,4,2,,3,8,3,,3,9,1,,9,3,1,,5,3,4,,4,5,4,,1,1,1,
1980,NHL,COR,15,16,9,,7,29,4,,,,,,4,4,2,,5,6,2,,4,9,2,,3,8,2,,2,8,2,,4,9,1,,0,1,2,
1980,NHL,DET,16,15,9,,3,28,9,,,,,,2,7,1,,1,8,3,,7,4,3,,3,7,4,,5,6,1,,1,9,5,,0,2,1,
1980,NHL,EDM,17,13,10,,12,22,6,,,,,,2,4,3,,4,8,2,,2,9,1,,8,4,2,,5,7,2,,6,3,5,,2,0,1,
1980,NHL,HAR,14,17,9,,7,24,9,,,,,,5,4,2,,3,8,2,,5,3,4,,2,10,3,,2,5,5,,3,9,2,,1,2,0,
1980,NHL,LAK,22,11,7,,21,13,6,,,,,,7,1,1,,9,5,0,,8,4,3,,7,5,3,,3,6,2,,9,2,3,,0,1,1,
1980,NHL,MNS,23,10,7,,12,18,10,,,,,,5,1,2,,7,4,2,,6,4,4,,7,5,4,,4,8,2,,5,5,3,,1,1,0,
1980,NHL,MTL,31,7,2,,14,15,11,,,,,,3,6,1,,9,4,1,,8,3,2,,7,5,2,,9,0,3,,7,4,4,,2,0,0,
1980,NHL,NYI,23,6,11,,25,12,3,,,,,,4,4,3,,12,1,2,,8,2,3,,9,5,0,,5,5,2,,7,1,4,,3,0,0,
1980,NHL,NYR,17,13,10,,13,23,4,,,,,,3,7,1,,3,7,3,,7,6,1,,6,4,3,,5,7,1,,4,4,5,,2,1,0,
1980,NHL,PHI,23,9,8,,18,15,7,,,,,,7,3,1,,10,2,3,,7,4,1,,6,5,3,,6,5,2,,5,4,4,,0,1,1,
1980,NHL,PIT,21,16,3,,9,21,10,,,,,,4,5,1,,2,8,3,,5,6,3,,6,6,1,,7,5,1,,5,6,3,,1,1,1,
1980,NHL,QUE,18,11,11,,12,21,7,,,,,,1,6,3,,4,6,3,,5,6,2,,2,8,5,,10,2,0,,8,2,4,,0,2,1,
