coachID,year,tmID,lgID,stint,notes,g,w,l,t,postg,postw,postl,postt
paddojo01c,1993,WIN,NHL,1,,84,24,51,9,,,,
paddojo01c,1994,WIN,NHL,1,,33,9,18,6,,,,
paddojo01c,2007,OTT,NHL,1,,64,36,22,6,,,,
pagepi01c,1988,MNS,NHL,1,,80,27,37,16,5,1,4,0
pagepi01c,1989,MNS,NHL,1,,80,36,40,4,7,3,4,0
pagepi01c,1991,QUE,NHL,2,,62,17,34,11,,,,
pagepi01c,1992,QUE,NHL,1,,84,47,27,10,6,2,4,0
pagepi01c,1993,QUE,NHL,1,,84,34,42,8,,,,
pagepi01c,1995,CAL,NHL,1,,82,34,37,11,4,0,4,0
pagepi01c,1996,CAL,NHL,1,,82,32,41,9,,,,
pagepi01c,1997,ANA,NHL,1,,82,26,43,13,,,,
parkbr01c,1985,DET,NHL,2,,45,9,34,2,,,,
paterri01c,1997,TBL,NHL,2,interim,6,0,6,0,,,,
patricr01c,1980,NYR,NHL,2,,60,26,23,11,14,7,7,0
patricr01c,1984,NYR,NHL,2,,35,11,22,2,3,0,3,0
patricr01c,1989,PIT,NHL,2,,54,22,26,6,,,,
patricr01c,1996,PIT,NHL,2,,20,7,10,3,5,1,4,0
patrifr01c,1911,VML,PCHA,1,,15,7,8,0,,,,
patrifr01c,1912,VML,PCHA,1,,14,7,7,0,,,,
patrifr01c,1913,VML,PCHA,1,,16,7,9,0,,,,
patrifr01c,1914,VML,PCHA,1,,17,13,4,0,3,3,0,0
patrifr01c,1915,VML,PCHA,1,,18,9,9,0,,,,
patrifr01c,1916,VML,PCHA,1,,23,14,9,0,,,,
patrifr01c,1917,VML,PCHA,1,,18,9,9,0,7,3,3,1
patrifr01c,1918,VML,PCHA,1,,20,12,8,0,2,1,1,0
patrifr01c,1919,VML,PCHA,1,,22,11,11,0,2,1,1,0
patrifr01c,1920,VML,PCHA,1,,24,13,11,0,7,4,3,0
patrifr01c,1921,VML,PCHA,1,,24,12,12,0,9,5,4,0
patrifr01c,1922,VAM,PCHA,1,,30,17,12,1,6,2,4,0
patrifr01c,1923,VAM,PCHA,1,,30,13,16,1,7,2,4,1
patrifr01c,1924,VMR,WCHL,1,,28,12,16,0,,,,
patrifr01c,1925,VMR,WCHL,1,,30,10,18,2,,,,
patrifr01c,1934,BOS,NHL,1,,48,26,16,6,4,1,3,0
patrifr01c,1935,BOS,NHL,1,,48,22,20,6,2,1,1,0
patrile01c,1911,VA1,PCHA,1,,16,7,9,0,,,,
patrile01c,1912,VA1,PCHA,1,,15,10,5,0,3,2,1,0
patrile01c,1913,VA1,PCHA,1,,16,10,6,0,3,0,3,0
patrile01c,1914,VA1,PCHA,1,,17,4,13,0,,,,
patrile01c,1915,VA1,PCHA,1,,18,5,13,0,,,,
patrile01c,1916,SPO,PCHA,1,,23,8,15,0,,,,
patrile01c,1918,VA2,PCHA,1,,20,7,13,0,,,,
patrile01c,1919,VA2,PCHA,1,,22,10,12,0,,,,
patrile01c,1920,VA2,PCHA,1,,24,10,13,1,,,,
patrile01c,1921,VA2,PCHA,1,,24,11,12,1,,,,
patrile01c,1922,VC1,PCHA,1,,30,16,14,0,2,1,1,0
patrile01c,1923,VC1,PCHA,1,,30,11,18,1,,,,
patrile01c,1924,VIC,WCHL,1,,28,16,12,0,8,5,1,2
patrile01c,1925,VIC,WCHL,1,,30,15,11,4,8,3,3,2
patrile01c,1926,NYR,NHL,1,,44,25,13,6,2,0,1,1
patrile01c,1927,NYR,NHL,1,,44,19,16,9,9,5,3,1
patrile01c,1928,NYR,NHL,1,,44,21,13,10,6,3,2,1
patrile01c,1929,NYR,NHL,1,,44,17,17,10,4,1,2,1
patrile01c,1930,NYR,NHL,1,,44,19,16,9,4,2,2,0
patrile01c,1931,NYR,NHL,1,,48,23,17,8,7,3,4,0
patrile01c,1932,NYR,NHL,1,,48,23,17,8,8,6,1,1
patrile01c,1933,NYR,NHL,1,,48,21,19,8,2,0,1,1
patrile01c,1934,NYR,NHL,1,,48,22,20,6,4,2,1,1
patrile01c,1935,NYR,NHL,1,,48,19,17,12,,,,
patrile01c,1936,NYR,NHL,1,,48,19,20,9,9,6,3,0
patrile01c,1937,NYR,NHL,1,,48,27,15,6,3,1,2,0
patrile01c,1938,NYR,NHL,1,,48,26,16,6,7,3,4,0
patrily01c,1948,NYR,NHL,2,,37,12,20,5,,,,
patrily01c,1949,NYR,NHL,1,,70,28,31,11,12,7,5,0
patrily01c,1950,BOS,NHL,1,,70,22,30,18,6,1,4,1
patrily01c,1951,BOS,NHL,1,,70,25,29,16,7,3,4,0
patrily01c,1952,BOS,NHL,1,,70,28,29,13,11,5,6,0
patrily01c,1953,BOS,NHL,1,,70,32,28,10,4,0,4,0
patrily01c,1954,BOS,NHL,1,,30,10,14,6,,,,
patrily01c,1967,STL,NHL,1,,16,4,10,2,,,,
patrily01c,1974,STL,NHL,2,,2,1,0,1,,,,
patrily01c,1975,STL,NHL,2,,8,3,5,0,,,,
patrimu01c,1953,NYR,NHL,2,,30,15,11,4,,,,
patrimu01c,1954,NYR,NHL,1,,70,17,35,18,,,,
patrimu01c,1959,NYR,NHL,2,,2,0,1,1,,,,
patrimu01c,1962,NYR,NHL,1,,34,11,19,4,,,,
payneda01c,2009,STL,NHL,2,,42,23,15,4,,,,
payneda01c,2010,STL,NHL,1,,82,38,33,11,,,,
payneda01c,2011,STL,NHL,1,,13,6,7,0,,,,
perroje01c,1985,MTL,NHL,1,,80,40,33,7,20,15,5,0
perroje01c,1986,MTL,NHL,1,,80,41,29,10,17,10,7,0
perroje01c,1987,MTL,NHL,1,,80,45,22,13,11,5,6,0
perroje01c,1988,QUE,NHL,2,,47,16,26,5,,,,
perrydo01c,1981,LAK,NHL,2,,38,11,17,10,10,4,6,0
perrydo01c,1982,LAK,NHL,1,,80,27,41,12,,,,
perrydo01c,1983,LAK,NHL,1,,50,14,27,9,,,,
pikeal01c,1959,NYR,NHL,3,,53,14,28,11,,,,
pikeal01c,1960,NYR,NHL,1,,70,22,38,10,,,,
pilouru01c,1957,CHI,NHL,2,,37,14,22,1,,,,
pilouru01c,1958,CHI,NHL,1,,70,28,29,13,6,2,4,0
pilouru01c,1959,CHI,NHL,1,,70,28,29,13,4,0,4,0
pilouru01c,1960,CHI,NHL,1,,70,29,24,17,12,8,4,0
pilouru01c,1961,CHI,NHL,1,,70,31,26,13,12,6,6,0
pilouru01c,1962,CHI,NHL,1,,70,32,21,17,6,2,4,0
pilouru01c,1974,WIJ,WHA,1,,37,18,17,2,,,,
pilouru01c,1974,WIJ,WHA,3,,28,16,9,3,,,,
pindebo01c,1921,SMJ,WCHL,1,,24,5,19,0,,,,
plageba01c,1977,STL,NHL,2,,26,9,11,6,,,,
plageba01c,1978,STL,NHL,1,,80,18,50,12,,,,
plageba01c,1979,STL,NHL,1,,24,7,14,3,,,,
plageba01c,1982,STL,NHL,2,,48,15,21,12,4,1,3,0
plagebo01c,1992,STL,NHL,1,,11,4,6,1,,,,
plantja01c,1973,QUN,WHA,1,,78,38,36,4,,,,
playfji01c,2006,CAL,NHL,1,,82,43,29,10,6,2,4,0
pleaula01c,1980,HAR,NHL,2,,20,6,12,2,,,,
pleaula01c,1981,HAR,NHL,1,,80,21,41,18,,,,
pleaula01c,1982,HAR,NHL,2,,18,4,13,1,,,,
pleaula01c,1987,HAR,NHL,2,,26,13,13,0,6,2,4,0
pleaula01c,1988,HAR,NHL,1,,80,37,38,5,4,0,4,0
polanni01c,1982,DET,NHL,1,,80,21,44,15,,,,
polanni01c,1983,DET,NHL,1,,80,31,42,7,4,1,3,0
polanni01c,1984,DET,NHL,1,,80,27,41,12,3,0,3,0
popeila01c,1973,NYR,NHL,1,,41,18,14,9,,,,
powered01c,1924,TRS,NHL,1,,30,19,11,0,2,0,2,0
powered01c,1925,TRS,NHL,1,,36,12,21,3,,,,
primejo01c,1950,TOR,NHL,1,,70,41,16,13,11,8,2,1
primejo01c,1951,TOR,NHL,1,,70,29,25,16,4,0,4,0
primejo01c,1952,TOR,NHL,1,,70,27,30,13,,,,
pronoma01c,1972,CHC,WHA,1,,78,26,50,2,,,,
pronoma01c,1977,BUF,NHL,1,,80,44,19,17,8,3,5,0
pronoma01c,1978,BUF,NHL,1,,24,8,10,6,,,,
pulfobo01c,1972,LAK,NHL,1,,78,31,36,11,,,,
pulfobo01c,1973,LAK,NHL,1,,78,33,33,12,5,1,4,0
pulfobo01c,1974,LAK,NHL,1,,80,42,17,21,3,1,2,0
pulfobo01c,1975,LAK,NHL,1,,80,38,33,9,9,5,4,0
pulfobo01c,1976,LAK,NHL,1,,80,34,31,15,9,4,5,0
pulfobo01c,1977,CHI,NHL,1,,80,32,29,19,4,0,4,0
pulfobo01c,1978,CHI,NHL,1,,80,29,36,15,4,0,4,0
pulfobo01c,1981,CHI,NHL,2,,28,12,14,2,15,8,7,0
pulfobo01c,1984,CHI,NHL,2,,27,16,7,4,15,9,6,0
pulfobo01c,1985,CHI,NHL,1,,80,39,33,8,3,0,3,0
pulfobo01c,1986,CHI,NHL,1,,80,29,37,14,4,0,4,0
pulfobo01c,1999,CHI,NHL,2,,58,28,24,6,,,,
quennjo01c,1996,STL,NHL,3,,40,18,15,7,6,2,4,0
quennjo01c,1997,STL,NHL,1,,82,45,29,8,10,6,4,0
quennjo01c,1998,STL,NHL,1,,82,37,32,13,13,6,7,0
quennjo01c,1999,STL,NHL,1,,82,51,20,11,7,3,4,0
quennjo01c,2000,STL,NHL,1,,82,43,27,12,15,9,6,0
quennjo01c,2001,STL,NHL,1,,82,43,31,8,10,5,5,0
quennjo01c,2002,STL,NHL,1,,82,41,30,11,7,3,4,0
quennjo01c,2003,STL,NHL,1,,61,29,25,7,,,,
quennjo01c,2005,COL,NHL,1,,82,43,30,9,9,4,5,0
quennjo01c,2006,COL,NHL,1,,82,44,31,7,,,,
quennjo01c,2007,COL,NHL,1,,82,44,31,7,10,4,6,0
quennjo01c,2008,CHI,NHL,2,,78,45,22,11,17,9,8,0
quennjo01c,2009,CHI,NHL,1,,82,52,22,8,22,16,6,0
quennjo01c,2010,CHI,NHL,1,,82,44,29,9,7,3,4,0
quennjo01c,2011,CHI,NHL,1,,82,45,26,11,6,2,4,0
querrch01c,1922,TRS,NHL,2,,19,11,7,1,,,,
querrch01c,1923,TRS,NHL,1,,24,10,14,0,,,,
querrch01c,1926,TRS,NHL,2,,29,8,17,4,,,,
quinnmi01c,1912,QU1,NHA,1,,20,16,4,0,,,,
quinnmi01c,1913,QU1,NHA,1,,20,12,8,0,,,,
quinnmi01c,1914,QU1,NHA,1,,20,11,9,0,,,,
quinnmi01c,1915,QU1,NHA,1,,24,10,12,2,,,,
quinnmi01c,1916,QU1,NHA,1,,20,10,10,0,,,,
quinnmi01c,1919,QUB,NHL,1,,24,4,20,0,,,,
quinnpa01c,1978,PHI,NHL,2,,30,18,8,4,8,3,5,0
quinnpa01c,1979,PHI,NHL,1,,80,48,12,20,19,13,6,0
quinnpa01c,1980,PHI,NHL,1,,80,41,24,15,12,6,6,0
quinnpa01c,1981,PHI,NHL,1,,72,34,29,9,,,,
quinnpa01c,1984,LAK,NHL,1,,80,34,32,14,3,0,3,0
quinnpa01c,1985,LAK,NHL,1,,80,23,49,8,,,,
quinnpa01c,1986,LAK,NHL,1,,42,18,20,4,,,,
quinnpa01c,1990,VAN,NHL,2,,26,9,13,4,6,2,4,0
quinnpa01c,1991,VAN,NHL,1,,80,42,26,12,13,6,7,0
quinnpa01c,1992,VAN,NHL,1,,84,46,29,9,12,6,6,0
quinnpa01c,1993,VAN,NHL,1,,84,41,40,3,24,15,9,0
quinnpa01c,1995,VAN,NHL,2,,6,3,3,0,6,2,4,0
quinnpa01c,1998,TOR,NHL,1,,82,45,30,7,17,9,8,0
quinnpa01c,1999,TOR,NHL,1,,82,45,30,7,12,6,6,0
quinnpa01c,2000,TOR,NHL,1,,82,37,34,11,11,7,4,0
quinnpa01c,2001,TOR,NHL,1,,82,43,29,10,20,10,10,0
quinnpa01c,2002,TOR,NHL,1,,82,44,31,7,7,3,4,0
quinnpa01c,2003,TOR,NHL,1,,82,45,27,10,13,6,7,0
quinnpa01c,2005,TOR,NHL,1,,82,41,33,8,,,,
quinnpa01c,2009,EDM,NHL,1,,82,27,47,8,,,,
raedeca01c,2002,SJS,NHL,2,,1,1,0,0,,,,
rafteje01c,1977,CIN,WHA,2,interim,5,2,3,0,,,,
ramsacr01c,1986,BUF,NHL,2,,21,4,15,2,,,,
ramsacr01c,2000,PHI,NHL,1,,28,12,12,4,,,,
ramsacr01c,2010,ATL,NHL,1,,82,34,36,12,,,,
randake01c,1923,HAM,NHL,2,,14,6,8,0,,,,
reaybi01c,1957,TOR,NHL,1,,70,21,38,11,,,,
reaybi01c,1958,TOR,NHL,1,,20,5,12,3,,,,
reaybi01c,1963,CHI,NHL,1,,70,36,22,12,7,3,4,0
reaybi01c,1964,CHI,NHL,1,,70,34,28,8,14,7,7,0
reaybi01c,1965,CHI,NHL,1,,70,37,25,8,6,2,4,0
reaybi01c,1966,CHI,NHL,1,,70,41,17,12,6,2,4,0
reaybi01c,1967,CHI,NHL,1,,74,32,26,16,11,5,6,0
reaybi01c,1968,CHI,NHL,1,,76,34,33,9,,,,
reaybi01c,1969,CHI,NHL,1,,76,45,22,9,8,4,4,0
reaybi01c,1970,CHI,NHL,1,,78,49,20,9,18,11,7,0
reaybi01c,1971,CHI,NHL,1,,78,46,17,15,8,4,4,0
reaybi01c,1972,CHI,NHL,1,,78,42,27,9,16,10,6,0
reaybi01c,1973,CHI,NHL,1,,78,41,14,23,11,6,5,0
reaybi01c,1974,CHI,NHL,1,,80,37,35,8,8,3,5,0
reaybi01c,1975,CHI,NHL,1,,80,32,30,18,4,0,4,0
reaybi01c,1976,CHI,NHL,1,,34,10,19,5,,,,
reganla01c,1970,LAK,NHL,1,,78,25,40,13,,,,
reganla01c,1971,LAK,NHL,1,,10,2,7,1,,,,
renneto01c,1996,VAN,NHL,1,,82,35,40,7,,,,
renneto01c,1997,VAN,NHL,1,,19,4,13,2,,,,
renneto01c,2003,NYR,NHL,2,,20,5,15,0,,,,
renneto01c,2005,NYR,NHL,1,,82,44,26,12,4,0,4,0
renneto01c,2006,NYR,NHL,1,,82,42,30,10,10,6,4,0
renneto01c,2007,NYR,NHL,1,,82,42,27,13,10,5,5,0
renneto01c,2008,NYR,NHL,1,,61,31,23,7,,,,
renneto01c,2010,EDM,NHL,1,,82,25,45,12,,,,
renneto01c,2011,EDM,NHL,1,,82,32,40,10,,,,
richama01c,1972,QUN,WHA,1,,2,1,1,0,,,,
richato01c,2009,MIN,NHL,1,,82,38,36,8,,,,
richato01c,2010,MIN,NHL,1,,82,39,35,8,,,,
richato01c,2011,CBS,NHL,2,,41,18,21,2,,,,
ridpabr01c,1912,TBS,NHA,1,,20,9,11,0,,,,
risebdo01c,1990,CAL,NHL,1,,80,46,26,8,7,3,4,0
risebdo01c,1991,CAL,NHL,1,,64,25,30,9,,,,
roberji01c,1981,BUF,NHL,2,,45,21,16,8,,,,
roberji01c,1991,HAR,NHL,1,,80,26,41,13,7,3,4,0
roberji01c,1996,STL,NHL,2,,9,3,3,3,,,,
robinla01c,1995,LAK,NHL,1,,82,24,40,18,,,,
robinla01c,1996,LAK,NHL,1,,82,28,43,11,,,,
robinla01c,1997,LAK,NHL,1,,82,38,33,11,4,0,4,0
robinla01c,1998,LAK,NHL,1,,82,32,45,5,,,,
robinla01c,1999,NJD,NHL,2,,8,4,4,0,23,16,7,0
robinla01c,2000,NJD,NHL,1,,82,48,22,12,25,15,10,0
robinla01c,2001,NJD,NHL,1,,51,21,23,7,,,,
robinla01c,2005,NJD,NHL,1,,32,14,13,5,,,,
roddemi01c,1926,TRS,NHL,1,,2,0,2,0,,,,
rollial01c,1976,PHR,WHA,1,,80,28,48,4,,,,
romeral01c,1926,TRS,NHL,3,,13,7,5,1,,,,
rossar01c,1913,MOW,NHA,2,,5,3,2,0,,,,
rossar01c,1917,MTW,NHL,1,,6,1,5,0,,,,
rossar01c,1922,HAM,NHL,1,,24,6,18,0,,,,
rossar01c,1924,BOS,NHL,1,,30,6,24,0,,,,
rossar01c,1925,BOS,NHL,1,,36,17,15,4,,,,
rossar01c,1926,BOS,NHL,1,,44,21,20,3,8,2,2,4
rossar01c,1927,BOS,NHL,1,,44,20,13,11,2,0,1,1
rossar01c,1929,BOS,NHL,1,,44,38,5,1,6,3,3,0
rossar01c,1930,BOS,NHL,1,,44,28,10,6,5,2,3,0
rossar01c,1931,BOS,NHL,1,,48,15,21,12,,,,
rossar01c,1932,BOS,NHL,1,,48,25,15,8,5,2,3,0
rossar01c,1933,BOS,NHL,1,,48,18,25,5,,,,
rossar01c,1936,BOS,NHL,1,,48,23,18,7,3,1,2,0
rossar01c,1937,BOS,NHL,1,,48,30,11,7,3,0,3,0
rossar01c,1938,BOS,NHL,1,,48,36,10,2,12,8,4,0
rossar01c,1941,BOS,NHL,1,,48,25,17,6,5,2,3,0
rossar01c,1942,BOS,NHL,1,,50,24,17,9,9,4,5,0
rossar01c,1943,BOS,NHL,1,,50,19,26,5,,,,
rossar01c,1944,BOS,NHL,1,,50,16,30,4,7,3,4,0
ruelcl01c,1968,MTL,NHL,1,,76,46,19,11,14,12,2,0
ruelcl01c,1969,MTL,NHL,1,,76,38,22,16,,,,
ruelcl01c,1970,MTL,NHL,1,,23,11,8,4,,,,
ruelcl01c,1979,MTL,NHL,2,,50,32,11,7,10,6,4,0
ruelcl01c,1980,MTL,NHL,1,,80,45,22,13,3,0,3,0
ruffli01c,1997,BUF,NHL,1,,82,36,29,17,15,10,5,0
ruffli01c,1998,BUF,NHL,1,,82,37,28,17,21,14,7,0
ruffli01c,1999,BUF,NHL,1,,82,35,36,11,5,1,4,0
ruffli01c,2000,BUF,NHL,1,,82,46,31,5,13,7,6,0
ruffli01c,2001,BUF,NHL,1,,82,35,36,11,,,,
ruffli01c,2002,BUF,NHL,1,,82,27,45,10,,,,
ruffli01c,2003,BUF,NHL,1,,82,37,38,7,,,,
ruffli01c,2005,BUF,NHL,1,,82,52,24,6,18,11,7,0
ruffli01c,2006,BUF,NHL,1,,82,53,22,7,16,9,7,0
ruffli01c,2007,BUF,NHL,1,,82,39,31,12,,,,
ruffli01c,2008,BUF,NHL,1,,82,41,32,9,,,,
ruffli01c,2009,BUF,NHL,1,,82,45,27,10,6,2,4,0
ruffli01c,2010,BUF,NHL,1,,82,43,29,10,7,3,4,0
ruffli01c,2011,BUF,NHL,1,,82,39,32,11,,,,
ryanro01c,1973,NEW,WHA,1,,78,43,31,4,7,3,4,0
ryanro01c,1974,NEW,WHA,1,,73,40,28,5,,,,
saccojo01c,2009,COL,NHL,1,,82,43,30,9,6,2,4,0
saccojo01c,2010,COL,NHL,1,,82,30,44,8,,,,
saccojo01c,2011,COL,NHL,1,,82,41,35,6,,,,
sathegl01c,1976,EDO,WHA,2,,18,9,7,2,5,1,4,0
sathegl01c,1977,EDO,WHA,1,,80,38,39,3,5,1,4,0
sathegl01c,1978,EDO,WHA,1,,80,48,30,2,13,6,7,0
sathegl01c,1979,EDM,NHL,1,,80,28,39,13,3,0,3,0
sathegl01c,1980,EDM,NHL,2,,62,25,26,11,9,5,4,0
sathegl01c,1981,EDM,NHL,1,,80,48,17,15,5,2,3,0
sathegl01c,1982,EDM,NHL,1,,80,47,21,12,16,11,5,0
sathegl01c,1983,EDM,NHL,1,,80,57,18,5,19,15,4,0
sathegl01c,1984,EDM,NHL,1,,80,49,20,11,18,15,3,0
sathegl01c,1985,EDM,NHL,1,,80,56,17,7,10,6,4,0
sathegl01c,1986,EDM,NHL,1,,80,50,24,6,21,16,5,0
sathegl01c,1987,EDM,NHL,1,,80,44,25,11,19,16,2,1
sathegl01c,1988,EDM,NHL,1,,80,38,34,8,7,3,4,0
sathegl01c,1993,EDM,NHL,2,,60,22,27,11,,,,
sathegl01c,2002,NYR,NHL,2,,28,11,13,4,,,,
sathegl01c,2003,NYR,NHL,1,,62,22,33,7,,,,
satorte01c,1985,NYR,NHL,1,,80,36,38,6,16,8,8,0
satorte01c,1986,NYR,NHL,1,,19,5,10,4,,,,
satorte01c,1986,BUF,NHL,3,,47,21,22,4,,,,
satorte01c,1987,BUF,NHL,1,,80,37,32,11,6,2,4,0
satorte01c,1988,BUF,NHL,1,,80,38,35,7,5,1,4,0
savaged01c,1915,PO1,PCHA,1,,18,13,5,0,5,2,3,0
savaged01c,1916,PO1,PCHA,1,,24,9,15,0,,,,
savaged01c,1917,PO1,PCHA,1,,18,7,11,0,,,,
savaran01c,1987,QUE,NHL,1,,24,10,13,1,,,,
savarde01c,2006,CHI,NHL,2,,61,24,30,7,,,,
savarde01c,2007,CHI,NHL,1,,82,40,34,8,,,,
savarde01c,2008,CHI,NHL,1,,4,1,2,1,,,,
schinke01c,1972,PIT,NHL,2,,36,15,18,3,,,,
schinke01c,1973,PIT,NHL,1,,50,14,31,5,,,,
schinke01c,1975,PIT,NHL,2,,37,20,10,7,3,1,2,0
schinke01c,1976,PIT,NHL,1,,80,34,33,13,3,1,2,0
schmimi01c,1954,BOS,NHL,2,,40,13,12,15,5,1,4,0
schmimi01c,1955,BOS,NHL,1,,70,23,34,13,,,,
schmimi01c,1956,BOS,NHL,1,,70,34,24,12,10,5,5,0
schmimi01c,1957,BOS,NHL,1,,70,27,28,15,12,6,6,0
schmimi01c,1958,BOS,NHL,1,,70,32,29,9,7,3,4,0
schmimi01c,1959,BOS,NHL,1,,70,28,34,8,,,,
schmimi01c,1960,BOS,NHL,1,,70,15,42,13,,,,
schmimi01c,1962,BOS,NHL,2,,56,13,31,12,,,,
schmimi01c,1963,BOS,NHL,1,,70,18,40,12,,,,
schmimi01c,1964,BOS,NHL,1,,70,21,43,6,,,,
schmimi01c,1965,BOS,NHL,1,,70,21,43,6,,,,
schmimi01c,1974,WAS,NHL,3,,8,2,6,0,,,,
schmimi01c,1975,WAS,NHL,1,,36,3,28,5,,,,
schoeji01c,1985,BUF,NHL,1,,43,19,19,5,,,,
schoeji01c,1987,NJD,NHL,2,,30,17,12,1,20,11,9,0
schoeji01c,1988,NJD,NHL,1,,80,27,41,12,,,,
schoeji01c,1989,NJD,NHL,1,,14,6,6,2,,,,
schoeji01c,1993,WAS,NHL,2,,37,19,12,6,11,5,6,0
schoeji01c,1994,WAS,NHL,1,,48,22,18,8,7,3,4,0
schoeji01c,1995,WAS,NHL,1,,82,39,32,11,6,2,4,0
schoeji01c,1996,WAS,NHL,1,,82,33,40,9,,,,
schoeji01c,1997,PHO,NHL,1,,82,35,35,12,6,2,4,0
schoeji01c,1998,PHO,NHL,1,,82,39,31,12,7,3,4,0
shaugto01c,1929,CHI,NHL,1,,21,10,8,3,,,,
shawbr01c,2005,NYI,NHL,2,,40,18,18,4,,,,
shawbr02c,1973,EDO,WHA,1,,78,38,37,3,5,1,4,0
shawbr02c,1974,EDO,WHA,1,,59,30,26,3,,,,
sherofr01c,1971,PHI,NHL,1,,78,26,38,14,,,,
sherofr01c,1972,PHI,NHL,1,,78,37,30,11,11,5,6,0
sherofr01c,1973,PHI,NHL,1,,78,50,16,12,17,12,5,0
sherofr01c,1974,PHI,NHL,1,,80,51,18,11,17,12,5,0
sherofr01c,1975,PHI,NHL,1,,80,51,13,16,16,8,8,0
sherofr01c,1976,PHI,NHL,1,,80,48,16,16,10,4,6,0
sherofr01c,1977,PHI,NHL,1,,80,45,20,15,12,7,5,0
sherofr01c,1978,NYR,NHL,1,,80,40,29,11,18,11,7,0
sherofr01c,1979,NYR,NHL,1,,80,38,32,10,9,4,5,0
sherofr01c,1980,NYR,NHL,1,,20,4,13,3,,,,
simpsjo01c,1932,NYA,NHL,1,,48,15,22,11,,,,
simpsjo01c,1933,NYA,NHL,1,,48,15,23,10,,,,
simpsjo01c,1934,NYA,NHL,1,,48,12,27,9,,,,
simpste01c,1986,NYI,NHL,1,,80,35,33,12,14,7,7,0
simpste01c,1987,NYI,NHL,1,,80,39,31,10,6,2,4,0
simpste01c,1988,NYI,NHL,1,,27,7,18,2,,,,
simpste01c,1993,PHI,NHL,1,,84,35,39,10,,,,
simpste01c,1994,WIN,NHL,2,,15,7,7,1,,,,
simpste01c,1995,WIN,NHL,1,,82,36,40,6,6,2,4,0
simsal01c,1996,SJS,NHL,1,,82,27,47,8,,,,
sindeha01c,1966,BOS,NHL,1,,70,17,43,10,,,,
sindeha01c,1967,BOS,NHL,1,,74,37,27,10,4,0,4,0
sindeha01c,1968,BOS,NHL,1,,76,42,18,16,10,6,4,0
sindeha01c,1969,BOS,NHL,1,,76,40,17,19,14,12,2,0
sindeha01c,1979,BOS,NHL,2,,7,6,1,0,10,4,6,0
sindeha01c,1984,BOS,NHL,2,,24,11,10,3,5,2,3,0
skinnji01c,1954,DET,NHL,1,,70,42,17,11,11,8,3,0
skinnji01c,1955,DET,NHL,1,,70,30,24,16,10,5,5,0
skinnji01c,1956,DET,NHL,1,,70,38,20,12,5,1,4,0
skinnji01c,1957,DET,NHL,1,,37,13,17,7,,,,
slatete01c,1972,LAS,WHA,1,,78,37,35,6,6,2,4,0
slatete01c,1973,LAS,WHA,1,,19,5,14,0,,,,
slatete01c,1975,CIN,WHA,1,,80,35,44,1,,,,
slatete01c,1976,CIN,WHA,1,,81,39,37,5,4,0,4,0
smeatco01c,1930,PHQ,NHL,1,,44,4,36,4,,,,
smithal03c,1913,OT1,NHA,1,,20,11,9,0,,,,
smithal03c,1914,OT1,NHA,1,,20,14,6,0,,,,
smithal03c,1915,OT1,NHA,1,,24,13,11,0,,,,
smithal03c,1918,OTS,NHL,1,,18,12,6,0,5,1,4,0
smithba02c,1998,DET,NHL,1,co-coach with Dave Lewis,5,4,1,0,,,,
smithfl01c,1971,BUF,NHL,2,,1,0,1,0,,,,
smithfl01c,1974,BUF,NHL,1,,80,49,16,15,17,10,7,0
smithfl01c,1975,BUF,NHL,1,,80,46,21,13,9,4,5,0
smithfl01c,1976,BUF,NHL,1,,80,48,24,8,6,2,4,0
smithfl01c,1978,CIN,WHA,1,,80,33,41,6,3,1,2,0
smithfl01c,1979,TOR,NHL,1,,68,30,33,5,,,,
smithmi01c,1980,WIN,NHL,3,,23,2,17,4,,,,
smithro02c,1992,NYR,NHL,2,,44,15,22,7,,,,
smythco01c,1927,TOR,NHL,1,,44,18,18,8,,,,
smythco01c,1928,TOR,NHL,1,,44,21,18,5,4,2,2,0
smythco01c,1929,TOR,NHL,1,,44,17,21,6,,,,
smythco01c,1930,TOR,NHL,1,,2,1,0,1,,,,
sonmogl01c,1972,MFS,WHA,1,,59,28,28,3,,,,
sonmogl01c,1976,MF2,WHA,1,,42,19,18,5,,,,
sonmogl01c,1977,BIR,WHA,1,,77,36,38,3,5,1,4,0
sonmogl01c,1978,MNS,NHL,2,,69,25,34,10,,,,
sonmogl01c,1979,MNS,NHL,1,,80,36,28,16,15,8,7,0
sonmogl01c,1980,MNS,NHL,1,,80,35,28,17,19,12,7,0
sonmogl01c,1981,MNS,NHL,1,,80,37,23,20,4,1,3,0
sonmogl01c,1982,MNS,NHL,1,,43,22,12,9,,,,
sonmogl01c,1984,MNS,NHL,2,,67,22,35,10,9,5,4,0
sonmogl01c,1986,MNS,NHL,2,,2,0,1,1,,,,
sprouha01c,1919,TRS,NHL,2,,12,7,5,0,,,,
stanlba01c,1921,CAT,WCHL,1,,24,14,10,0,2,0,1,1
stanlba01c,1927,CHI,NHL,1,,23,4,17,2,,,,
staplpa01c,1973,CHC,WHA,1,,78,38,35,5,18,8,10,0
staplpa01c,1974,CHC,WHA,1,,78,30,47,1,,,,
staplpa01c,1978,IND,WHA,1,,25,5,18,2,,,,
stasivi01c,1969,PHI,NHL,1,,76,17,35,24,,,,
