year,lgID,tmID,oppID,W,L,T,OTL
2009,NHL,CHI,TBL,1,0,,0
2009,NHL,CHI,TOR,1,0,,0
2009,NHL,CHI,VAN,2,2,,0
2009,NHL,CHI,WAS,0,0,,1
2009,NHL,COL,AND,1,3,,0
2009,NHL,COL,ATL,1,0,,0
2009,NHL,COL,BOS,1,0,,0
2009,NHL,COL,BUF,1,0,,0
2009,NHL,COL,CAL,4,2,,0
2009,NHL,COL,CAR,1,1,,0
2009,NHL,COL,CBS,4,0,,0
2009,NHL,COL,CHI,1,1,,2
2009,NHL,COL,DAL,3,1,,0
2009,NHL,COL,DET,2,2,,0
2009,NHL,COL,EDM,3,2,,1
2009,NHL,COL,FLO,1,0,,1
2009,NHL,COL,LAK,1,1,,2
2009,NHL,COL,MIN,1,3,,2
2009,NHL,COL,MTL,1,0,,0
2009,NHL,COL,NAS,1,2,,1
2009,NHL,COL,NJD,1,0,,0
2009,NHL,COL,NYI,0,1,,0
2009,NHL,COL,NYR,0,1,,0
2009,NHL,COL,OTT,1,0,,0
2009,NHL,COL,PHI,1,0,,0
2009,NHL,COL,PHO,2,2,,0
2009,NHL,COL,PIT,0,1,,0
2009,NHL,COL,SJS,2,2,,0
2009,NHL,COL,STL,4,0,,0
2009,NHL,COL,TBL,2,0,,0
2009,NHL,COL,TOR,1,0,,0
2009,NHL,COL,VAN,2,4,,0
2009,NHL,COL,WAS,0,1,,0
2009,NHL,DAL,AND,4,1,,1
2009,NHL,DAL,ATL,0,0,,1
2009,NHL,DAL,BOS,0,1,,0
2009,NHL,DAL,BUF,0,1,,0
2009,NHL,DAL,CAL,3,0,,1
2009,NHL,DAL,CAR,1,1,,0
2009,NHL,DAL,CBS,1,3,,0
2009,NHL,DAL,CHI,2,1,,1
2009,NHL,DAL,COL,1,3,,0
2009,NHL,DAL,DET,3,1,,0
2009,NHL,DAL,EDM,2,0,,2
2009,NHL,DAL,FLO,0,0,,1
2009,NHL,DAL,LAK,1,2,,3
2009,NHL,DAL,MIN,3,1,,0
2009,NHL,DAL,MTL,0,1,,0
2009,NHL,DAL,NAS,2,1,,1
2009,NHL,DAL,NJD,1,1,,0
2009,NHL,DAL,NYI,1,0,,0
2009,NHL,DAL,NYR,0,1,,0
2009,NHL,DAL,OTT,1,0,,0
2009,NHL,DAL,PHI,0,2,,0
2009,NHL,DAL,PHO,2,3,,1
2009,NHL,DAL,PIT,0,1,,0
2009,NHL,DAL,SJS,4,2,,0
2009,NHL,DAL,STL,1,2,,1
2009,NHL,DAL,TBL,1,0,,0
2009,NHL,DAL,TOR,1,0,,0
2009,NHL,DAL,VAN,1,2,,1
2009,NHL,DAL,WAS,1,0,,0
2009,NHL,DET,AND,2,2,,0
2009,NHL,DET,ATL,0,1,,0
2009,NHL,DET,BOS,1,0,,0
2009,NHL,DET,BUF,1,1,,0
2009,NHL,DET,CAL,2,2,,0
2009,NHL,DET,CAR,1,0,,0
2009,NHL,DET,CBS,5,0,,1
2009,NHL,DET,CHI,3,2,,1
2009,NHL,DET,COL,2,1,,1
2009,NHL,DET,DAL,1,2,,1
2009,NHL,DET,EDM,1,1,,2
2009,NHL,DET,FLO,0,0,,1
2009,NHL,DET,LAK,2,2,,0
2009,NHL,DET,MIN,3,1,,0
2009,NHL,DET,MTL,1,0,,0
2009,NHL,DET,NAS,4,1,,1
2009,NHL,DET,NJD,0,0,,1
2009,NHL,DET,NYI,0,1,,0
2009,NHL,DET,NYR,1,0,,0
2009,NHL,DET,OTT,1,0,,0
2009,NHL,DET,PHI,0,1,,0
2009,NHL,DET,PHO,2,0,,2
2009,NHL,DET,PIT,1,0,,1
2009,NHL,DET,SJS,3,0,,1
2009,NHL,DET,STL,2,3,,1
2009,NHL,DET,TBL,1,0,,0
2009,NHL,DET,TOR,0,1,,0
2009,NHL,DET,VAN,3,1,,0
2009,NHL,DET,WAS,1,1,,0
2009,NHL,EDM,AND,0,4,,0
2009,NHL,EDM,ATL,0,1,,0
2009,NHL,EDM,BOS,0,1,,0
2009,NHL,EDM,BUF,0,1,,0
2009,NHL,EDM,CAL,0,5,,1
2009,NHL,EDM,CAR,1,0,,0
2009,NHL,EDM,CBS,1,2,,1
2009,NHL,EDM,CHI,0,4,,0
2009,NHL,EDM,COL,3,3,,0
2009,NHL,EDM,DAL,2,2,,0
2009,NHL,EDM,DET,3,1,,0
2009,NHL,EDM,FLO,1,0,,0
2009,NHL,EDM,LAK,2,2,,0
2009,NHL,EDM,MIN,3,3,,0
2009,NHL,EDM,MTL,1,0,,1
2009,NHL,EDM,NAS,1,3,,0
2009,NHL,EDM,NJD,1,0,,0
2009,NHL,EDM,NYI,0,1,,0
2009,NHL,EDM,NYR,0,1,,0
2009,NHL,EDM,OTT,0,1,,1
2009,NHL,EDM,PHI,1,0,,0
2009,NHL,EDM,PHO,1,1,,2
2009,NHL,EDM,PIT,0,1,,0
2009,NHL,EDM,SJS,1,2,,1
2009,NHL,EDM,STL,1,3,,0
2009,NHL,EDM,TBL,1,0,,0
2009,NHL,EDM,TOR,1,1,,0
2009,NHL,EDM,VAN,2,3,,1
2009,NHL,EDM,WAS,0,1,,0
2009,NHL,FLO,AND,0,1,,0
2009,NHL,FLO,ATL,2,3,,1
2009,NHL,FLO,BOS,2,1,,1
2009,NHL,FLO,BUF,1,3,,0
2009,NHL,FLO,CAL,0,1,,0
2009,NHL,FLO,CAR,3,3,,0
2009,NHL,FLO,CBS,0,1,,0
2009,NHL,FLO,CHI,1,1,,0
2009,NHL,FLO,COL,1,1,,0
2009,NHL,FLO,DAL,1,0,,0
2009,NHL,FLO,DET,1,0,,0
2009,NHL,FLO,EDM,0,0,,1
2009,NHL,FLO,LAK,0,0,,1
2009,NHL,FLO,MIN,1,0,,0
2009,NHL,FLO,MTL,1,3,,0
2009,NHL,FLO,NAS,0,1,,1
2009,NHL,FLO,NJD,2,2,,0
2009,NHL,FLO,NYI,3,0,,1
2009,NHL,FLO,NYR,1,2,,1
2009,NHL,FLO,OTT,1,3,,0
2009,NHL,FLO,PHI,3,1,,0
2009,NHL,FLO,PHO,0,0,,1
2009,NHL,FLO,PIT,1,0,,3
2009,NHL,FLO,SJS,1,0,,0
2009,NHL,FLO,STL,1,0,,0
2009,NHL,FLO,TBL,3,2,,1
2009,NHL,FLO,TOR,2,2,,0
2009,NHL,FLO,VAN,0,1,,0
2009,NHL,FLO,WAS,0,5,,1
2009,NHL,LAK,AND,4,1,,1
2009,NHL,LAK,ATL,0,1,,0
2009,NHL,LAK,BOS,2,0,,0
2009,NHL,LAK,BUF,1,0,,0
2009,NHL,LAK,CAL,1,3,,0
2009,NHL,LAK,CAR,1,0,,0
2009,NHL,LAK,CBS,3,1,,0
2009,NHL,LAK,CHI,1,2,,1
2009,NHL,LAK,COL,3,0,,1
2009,NHL,LAK,DAL,5,1,,0
2009,NHL,LAK,DET,2,2,,0
2009,NHL,LAK,EDM,2,0,,2
2009,NHL,LAK,FLO,1,0,,0
2009,NHL,LAK,MIN,2,2,,0
2009,NHL,LAK,MTL,0,1,,0
2009,NHL,LAK,NAS,1,3,,0
2009,NHL,LAK,NJD,1,0,,0
2009,NHL,LAK,NYI,2,0,,0
2009,NHL,LAK,NYR,1,1,,0
2009,NHL,LAK,OTT,1,0,,0
2009,NHL,LAK,PHI,0,1,,0
2009,NHL,LAK,PHO,3,2,,1
2009,NHL,LAK,PIT,1,0,,0
2009,NHL,LAK,SJS,3,2,,1
2009,NHL,LAK,STL,1,2,,1
2009,NHL,LAK,TBL,1,0,,0
2009,NHL,LAK,TOR,1,0,,0
2009,NHL,LAK,VAN,1,2,,1
2009,NHL,LAK,WAS,1,0,,0
2009,NHL,MIN,AND,2,2,,0
2009,NHL,MIN,ATL,0,1,,0
2009,NHL,MIN,BOS,0,0,,1
2009,NHL,MIN,BUF,1,0,,0
2009,NHL,MIN,CAL,5,1,,0
2009,NHL,MIN,CAR,1,0,,1
2009,NHL,MIN,CBS,2,2,,0
2009,NHL,MIN,CHI,1,3,,0
2009,NHL,MIN,COL,5,1,,0
2009,NHL,MIN,DAL,1,2,,1
2009,NHL,MIN,DET,1,2,,1
2009,NHL,MIN,EDM,3,2,,1
2009,NHL,MIN,FLO,0,0,,1
2009,NHL,MIN,LAK,2,2,,0
2009,NHL,MIN,MTL,1,0,,0
2009,NHL,MIN,NAS,2,2,,0
2009,NHL,MIN,NJD,0,1,,0
2009,NHL,MIN,NYI,1,0,,0
2009,NHL,MIN,NYR,1,0,,0
2009,NHL,MIN,OTT,0,1,,0
2009,NHL,MIN,PHI,2,0,,0
2009,NHL,MIN,PHO,0,4,,0
2009,NHL,MIN,PIT,2,0,,0
2009,NHL,MIN,SJS,0,4,,0
2009,NHL,MIN,STL,2,2,,0
2009,NHL,MIN,TBL,0,0,,1
2009,NHL,MIN,TOR,1,0,,0
2009,NHL,MIN,VAN,2,3,,1
2009,NHL,MIN,WAS,0,1,,0
2009,NHL,MTL,AND,1,0,,0
2009,NHL,MTL,ATL,2,1,,1
2009,NHL,MTL,BOS,5,1,,0
2009,NHL,MTL,BUF,2,3,,1
2009,NHL,MTL,CAL,0,2,,0
2009,NHL,MTL,CAR,2,2,,0
2009,NHL,MTL,CBS,1,0,,0
2009,NHL,MTL,CHI,0,1,,0
2009,NHL,MTL,COL,0,1,,0
2009,NHL,MTL,DAL,1,0,,0
2009,NHL,MTL,DET,0,0,,1
2009,NHL,MTL,EDM,1,1,,0
2009,NHL,MTL,FLO,3,1,,0
2009,NHL,MTL,LAK,1,0,,0
2009,NHL,MTL,MIN,0,1,,0
2009,NHL,MTL,NAS,0,1,,0
2009,NHL,MTL,NJD,1,2,,1
2009,NHL,MTL,NYI,3,0,,1
2009,NHL,MTL,NYR,3,1,,0
2009,NHL,MTL,OTT,1,4,,1
2009,NHL,MTL,PHI,2,2,,0
2009,NHL,MTL,PHO,1,0,,0
2009,NHL,MTL,PIT,1,3,,0
2009,NHL,MTL,SJS,0,1,,0
2009,NHL,MTL,STL,0,0,,1
2009,NHL,MTL,TBL,2,2,,0
2009,NHL,MTL,TOR,3,1,,2
2009,NHL,MTL,VAN,1,1,,0
2009,NHL,MTL,WAS,2,1,,1
2009,NHL,NAS,AND,2,2,,0
2009,NHL,NAS,ATL,2,0,,0
2009,NHL,NAS,BOS,0,1,,0
2009,NHL,NAS,BUF,0,1,,0
2009,NHL,NAS,CAL,2,2,,0
2009,NHL,NAS,CAR,1,0,,0
2009,NHL,NAS,CBS,5,1,,0
2009,NHL,NAS,CHI,2,4,,0
2009,NHL,NAS,COL,3,1,,0
2009,NHL,NAS,DAL,2,2,,0
2009,NHL,NAS,DET,2,2,,2
2009,NHL,NAS,EDM,3,1,,0
2009,NHL,NAS,FLO,2,0,,0
2009,NHL,NAS,LAK,3,1,,0
2009,NHL,NAS,MIN,2,1,,1
2009,NHL,NAS,MTL,1,0,,0
2009,NHL,NAS,NJD,1,1,,0
2009,NHL,NAS,NYI,0,0,,1
2009,NHL,NAS,NYR,1,0,,0
2009,NHL,NAS,OTT,1,0,,0
2009,NHL,NAS,PHI,1,0,,0
2009,NHL,NAS,PHO,1,2,,1
2009,NHL,NAS,PIT,1,0,,0
2009,NHL,NAS,SJS,1,3,,0
2009,NHL,NAS,STL,5,1,,0
2009,NHL,NAS,TBL,1,0,,0
2009,NHL,NAS,TOR,0,1,,0
2009,NHL,NAS,VAN,2,2,,0
2009,NHL,NAS,WAS,0,0,,1
2009,NHL,NJD,AND,1,0,,0
2009,NHL,NJD,ATL,3,1,,0
2009,NHL,NJD,BOS,3,0,,1
2009,NHL,NJD,BUF,2,1,,1
2009,NHL,NJD,CAL,0,1,,0
2009,NHL,NJD,CAR,3,1,,0
2009,NHL,NJD,CBS,1,0,,0
2009,NHL,NJD,CHI,0,1,,1
2009,NHL,NJD,COL,0,1,,0
2009,NHL,NJD,DAL,1,1,,0
2009,NHL,NJD,DET,1,0,,0
2009,NHL,NJD,EDM,0,1,,0
2009,NHL,NJD,FLO,2,2,,0
2009,NHL,NJD,LAK,0,1,,0
2009,NHL,NJD,MIN,1,0,,0
2009,NHL,NJD,MTL,3,1,,0
2009,NHL,NJD,NAS,1,0,,1
2009,NHL,NJD,NYI,4,2,,0
2009,NHL,NJD,NYR,3,2,,1
2009,NHL,NJD,OTT,3,1,,0
2009,NHL,NJD,PHI,1,4,,1
2009,NHL,NJD,PHO,0,1,,0
2009,NHL,NJD,PIT,6,0,,0
2009,NHL,NJD,SJS,1,0,,0
2009,NHL,NJD,STL,0,1,,0
2009,NHL,NJD,TBL,3,1,,0
2009,NHL,NJD,TOR,2,1,,1
2009,NHL,NJD,VAN,0,1,,0
2009,NHL,NJD,WAS,3,1,,0
2009,NHL,NYI,AND,0,0,,1
2009,NHL,NYI,ATL,3,1,,0
2009,NHL,NYI,BOS,2,1,,1
2009,NHL,NYI,BUF,2,2,,0
2009,NHL,NYI,CAL,1,0,,0
2009,NHL,NYI,CAR,2,2,,0
2009,NHL,NYI,CBS,2,0,,0
2009,NHL,NYI,CHI,1,0,,0
2009,NHL,NYI,COL,1,0,,0
2009,NHL,NYI,DAL,0,1,,0
2009,NHL,NYI,DET,1,0,,0
2009,NHL,NYI,EDM,1,0,,0
2009,NHL,NYI,FLO,1,2,,1
2009,NHL,NYI,LAK,0,2,,0
2009,NHL,NYI,MIN,0,1,,0
2009,NHL,NYI,MTL,1,2,,1
2009,NHL,NYI,NAS,1,0,,0
2009,NHL,NYI,NJD,2,4,,0
2009,NHL,NYI,NYR,3,3,,0
2009,NHL,NYI,OTT,1,1,,2
2009,NHL,NYI,PHI,1,5,,0
2009,NHL,NYI,PHO,1,0,,0
2009,NHL,NYI,PIT,1,3,,2
2009,NHL,NYI,SJS,0,1,,0
2009,NHL,NYI,STL,0,1,,1
2009,NHL,NYI,TBL,1,3,,0
2009,NHL,NYI,TOR,3,1,,0
2009,NHL,NYI,VAN,1,0,,0
2009,NHL,NYI,WAS,1,1,,2
2009,NHL,NYR,AND,1,0,,0
2009,NHL,NYR,ATL,1,1,,2
2009,NHL,NYR,BOS,3,1,,0
2009,NHL,NYR,BUF,1,2,,1
2009,NHL,NYR,CAL,0,1,,0
2009,NHL,NYR,CAR,2,1,,1
2009,NHL,NYR,CBS,1,0,,0
2009,NHL,NYR,CHI,0,0,,1
2009,NHL,NYR,COL,1,0,,0
2009,NHL,NYR,DAL,1,0,,0
2009,NHL,NYR,DET,0,1,,0
2009,NHL,NYR,EDM,1,0,,0
2009,NHL,NYR,FLO,3,1,,0
2009,NHL,NYR,LAK,1,1,,0
2009,NHL,NYR,MIN,0,1,,0
2009,NHL,NYR,MTL,1,2,,1
2009,NHL,NYR,NAS,0,1,,0
2009,NHL,NYR,NJD,3,2,,1
2009,NHL,NYR,NYI,3,2,,1
2009,NHL,NYR,OTT,3,1,,0
2009,NHL,NYR,PHI,3,2,,1
2009,NHL,NYR,PHO,1,1,,0
2009,NHL,NYR,PIT,1,4,,1
2009,NHL,NYR,SJS,0,1,,0
2009,NHL,NYR,STL,0,2,,0
2009,NHL,NYR,TBL,3,1,,0
2009,NHL,NYR,TOR,3,0,,1
2009,NHL,NYR,VAN,0,1,,0
2009,NHL,NYR,WAS,1,3,,0
2009,NHL,OTT,AND,1,0,,0
2009,NHL,OTT,ATL,1,3,,0
2009,NHL,OTT,BOS,2,2,,2
2009,NHL,OTT,BUF,5,1,,0
2009,NHL,OTT,CAL,1,1,,0
2009,NHL,OTT,CAR,2,2,,0
2009,NHL,OTT,CBS,1,0,,0
2009,NHL,OTT,CHI,1,0,,0
2009,NHL,OTT,COL,0,1,,0
2009,NHL,OTT,DAL,0,1,,0
2009,NHL,OTT,DET,0,1,,0
2009,NHL,OTT,EDM,2,0,,0
2009,NHL,OTT,FLO,3,1,,0
2009,NHL,OTT,LAK,0,1,,0
2009,NHL,OTT,MIN,1,0,,0
2009,NHL,OTT,MTL,5,1,,0
2009,NHL,OTT,NAS,0,0,,1
2009,NHL,OTT,NJD,1,3,,0
2009,NHL,OTT,NYI,3,1,,0
2009,NHL,OTT,NYR,1,2,,1
2009,NHL,OTT,PHI,3,1,,0
2009,NHL,OTT,PHO,0,1,,0
2009,NHL,OTT,PIT,2,2,,0
2009,NHL,OTT,SJS,0,1,,0
2009,NHL,OTT,STL,1,0,,0
2009,NHL,OTT,TBL,2,1,,1
2009,NHL,OTT,TOR,2,3,,1
2009,NHL,OTT,VAN,1,1,,0
2009,NHL,OTT,WAS,3,1,,0
2009,NHL,PHI,AND,0,0,,1
2009,NHL,PHI,ATL,0,4,,0
2009,NHL,PHI,BOS,2,1,,1
2009,NHL,PHI,BUF,1,2,,1
2009,NHL,PHI,CAL,1,0,,0
2009,NHL,PHI,CAR,4,0,,0
2009,NHL,PHI,CBS,1,0,,0
2009,NHL,PHI,CHI,1,0,,0
2009,NHL,PHI,COL,0,1,,0
2009,NHL,PHI,DAL,2,0,,0
2009,NHL,PHI,DET,1,0,,0
2009,NHL,PHI,EDM,0,1,,0
2009,NHL,PHI,FLO,1,3,,0
2009,NHL,PHI,LAK,1,0,,0
2009,NHL,PHI,MIN,0,1,,1
2009,NHL,PHI,MTL,2,2,,0
2009,NHL,PHI,NAS,0,0,,1
2009,NHL,PHI,NJD,5,1,,0
2009,NHL,PHI,NYI,5,1,,0
2009,NHL,PHI,NYR,3,3,,0
2009,NHL,PHI,OTT,1,3,,0
2009,NHL,PHI,PHO,0,1,,0
2009,NHL,PHI,PIT,1,4,,1
2009,NHL,PHI,SJS,0,2,,0
2009,NHL,PHI,STL,1,0,,0
2009,NHL,PHI,TBL,4,0,,0
2009,NHL,PHI,TOR,3,1,,0
2009,NHL,PHI,VAN,0,1,,0
2009,NHL,PHI,WAS,1,3,,0
2009,NHL,PHO,AND,4,2,,0
2009,NHL,PHO,ATL,1,0,,0
2009,NHL,PHO,BOS,1,0,,0
2009,NHL,PHO,BUF,0,2,,0
2009,NHL,PHO,CAL,2,2,,0
2009,NHL,PHO,CAR,1,0,,0
2009,NHL,PHO,CBS,3,1,,0
2009,NHL,PHO,CHI,3,1,,0
2009,NHL,PHO,COL,2,2,,0
2009,NHL,PHO,DAL,4,2,,0
2009,NHL,PHO,DET,2,2,,0
2009,NHL,PHO,EDM,3,1,,0
2009,NHL,PHO,FLO,1,0,,0
2009,NHL,PHO,LAK,3,2,,1
2009,NHL,PHO,MIN,4,0,,0
2009,NHL,PHO,MTL,0,1,,0
2009,NHL,PHO,NAS,3,0,,1
2009,NHL,PHO,NJD,1,0,,0
2009,NHL,PHO,NYI,0,0,,1
2009,NHL,PHO,NYR,1,1,,0
2009,NHL,PHO,OTT,1,0,,0
2009,NHL,PHO,PHI,1,0,,0
2009,NHL,PHO,PIT,1,0,,0
2009,NHL,PHO,SJS,2,1,,3
2009,NHL,PHO,STL,2,1,,1
2009,NHL,PHO,TBL,1,1,,0
2009,NHL,PHO,TOR,1,0,,0
2009,NHL,PHO,VAN,2,2,,0
2009,NHL,PHO,WAS,0,1,,0
2009,NHL,PIT,AND,2,0,,0
2009,NHL,PIT,ATL,3,1,,0
2009,NHL,PIT,BOS,3,1,,0
2009,NHL,PIT,BUF,3,1,,0
2009,NHL,PIT,CAL,1,0,,0
2009,NHL,PIT,CAR,1,1,,2
2009,NHL,PIT,CBS,1,0,,0
2009,NHL,PIT,CHI,0,0,,1
2009,NHL,PIT,COL,1,0,,0
2009,NHL,PIT,DAL,1,0,,0
2009,NHL,PIT,DET,1,1,,0
2009,NHL,PIT,EDM,1,0,,0
2009,NHL,PIT,FLO,3,1,,0
2009,NHL,PIT,LAK,0,1,,0
2009,NHL,PIT,MIN,0,2,,0
2009,NHL,PIT,MTL,3,1,,0
2009,NHL,PIT,NAS,0,0,,1
2009,NHL,PIT,NJD,0,6,,0
2009,NHL,PIT,NYI,5,1,,0
2009,NHL,PIT,NYR,5,0,,1
2009,NHL,PIT,OTT,2,2,,0
2009,NHL,PIT,PHI,5,1,,0
2009,NHL,PIT,PHO,0,1,,0
2009,NHL,PIT,SJS,0,1,,0
2009,NHL,PIT,STL,1,0,,0
2009,NHL,PIT,TBL,2,2,,0
2009,NHL,PIT,TOR,3,1,,0
2009,NHL,PIT,VAN,0,1,,0
2009,NHL,PIT,WAS,0,2,,2
2009,NHL,SJS,AND,5,1,,0
2009,NHL,SJS,ATL,1,0,,0
2009,NHL,SJS,BOS,0,0,,1
2009,NHL,SJS,BUF,1,1,,0
2009,NHL,SJS,CAL,2,2,,0
2009,NHL,SJS,CAR,1,0,,0
2009,NHL,SJS,CBS,3,1,,0
2009,NHL,SJS,CHI,1,1,,2
2009,NHL,SJS,COL,2,1,,1
2009,NHL,SJS,DAL,2,2,,2
2009,NHL,SJS,DET,1,2,,1
2009,NHL,SJS,EDM,3,1,,0
2009,NHL,SJS,FLO,0,0,,1
2009,NHL,SJS,LAK,3,2,,1
2009,NHL,SJS,MIN,4,0,,0
2009,NHL,SJS,MTL,1,0,,0
2009,NHL,SJS,NAS,3,1,,0
2009,NHL,SJS,NJD,0,1,,0
2009,NHL,SJS,NYI,1,0,,0
2009,NHL,SJS,NYR,1,0,,0
2009,NHL,SJS,OTT,1,0,,0
2009,NHL,SJS,PHI,2,0,,0
2009,NHL,SJS,PHO,4,1,,1
2009,NHL,SJS,PIT,1,0,,0
2009,NHL,SJS,STL,3,0,,1
2009,NHL,SJS,TBL,0,1,,0
2009,NHL,SJS,TOR,1,0,,0
2009,NHL,SJS,VAN,3,1,,0
2009,NHL,SJS,WAS,1,1,,0
2009,NHL,STL,AND,2,1,,1
2009,NHL,STL,ATL,0,1,,1
2009,NHL,STL,BOS,0,1,,0
2009,NHL,STL,BUF,0,1,,0
2009,NHL,STL,CAL,3,0,,1
2009,NHL,STL,CAR,1,0,,0
2009,NHL,STL,CBS,3,2,,1
2009,NHL,STL,CHI,2,4,,0
2009,NHL,STL,COL,0,4,,0
2009,NHL,STL,DAL,3,1,,0
2009,NHL,STL,DET,4,1,,1
2009,NHL,STL,EDM,3,1,,0
2009,NHL,STL,FLO,0,1,,0
2009,NHL,STL,LAK,3,1,,0
2009,NHL,STL,MIN,2,2,,0
2009,NHL,STL,MTL,1,0,,0
2009,NHL,STL,NAS,1,4,,1
2009,NHL,STL,NJD,1,0,,0
2009,NHL,STL,NYI,2,0,,0
2009,NHL,STL,NYR,2,0,,0
2009,NHL,STL,OTT,0,1,,0
2009,NHL,STL,PHI,0,0,,1
2009,NHL,STL,PHO,2,1,,1
2009,NHL,STL,PIT,0,1,,0
2009,NHL,STL,SJS,1,2,,1
2009,NHL,STL,TBL,0,1,,0
2009,NHL,STL,TOR,1,0,,0
2009,NHL,STL,VAN,2,1,,1
2009,NHL,STL,WAS,1,0,,0
2009,NHL,TBL,AND,0,0,,2
2009,NHL,TBL,ATL,5,1,,0
2009,NHL,TBL,BOS,2,2,,0
2009,NHL,TBL,BUF,0,3,,1
2009,NHL,TBL,CAL,1,0,,0
2009,NHL,TBL,CAR,3,2,,1
2009,NHL,TBL,CBS,0,1,,0
2009,NHL,TBL,CHI,0,1,,0
2009,NHL,TBL,COL,0,1,,1
2009,NHL,TBL,DAL,0,0,,1
2009,NHL,TBL,DET,0,1,,0
2009,NHL,TBL,EDM,0,1,,0
2009,NHL,TBL,FLO,3,3,,0
2009,NHL,TBL,LAK,0,0,,1
2009,NHL,TBL,MIN,1,0,,0
2009,NHL,TBL,MTL,2,1,,1
2009,NHL,TBL,NAS,0,1,,0
2009,NHL,TBL,NJD,1,1,,2
2009,NHL,TBL,NYI,3,1,,0
2009,NHL,TBL,NYR,1,3,,0
2009,NHL,TBL,OTT,2,1,,1
2009,NHL,TBL,PHI,0,4,,0
2009,NHL,TBL,PHO,1,1,,0
2009,NHL,TBL,PIT,2,2,,0
2009,NHL,TBL,SJS,1,0,,0
2009,NHL,TBL,STL,1,0,,0
2009,NHL,TBL,TOR,2,1,,1
2009,NHL,TBL,VAN,1,0,,0
2009,NHL,TBL,WAS,2,4,,0
2009,NHL,TOR,AND,1,0,,0
2009,NHL,TOR,ATL,2,2,,0
2009,NHL,TOR,BOS,2,2,,2
2009,NHL,TOR,BUF,1,3,,2
2009,NHL,TOR,CAL,0,2,,0
2009,NHL,TOR,CAR,1,2,,1
2009,NHL,TOR,CBS,1,0,,0
2009,NHL,TOR,CHI,0,1,,0
2009,NHL,TOR,COL,0,1,,0
2009,NHL,TOR,DAL,0,0,,1
2009,NHL,TOR,DET,1,0,,0
2009,NHL,TOR,EDM,1,1,,0
2009,NHL,TOR,FLO,2,2,,0
2009,NHL,TOR,LAK,0,1,,0
2009,NHL,TOR,MIN,0,1,,0
2009,NHL,TOR,MTL,3,0,,3
2009,NHL,TOR,NAS,1,0,,0
2009,NHL,TOR,NJD,2,1,,1
2009,NHL,TOR,NYI,1,2,,1
2009,NHL,TOR,NYR,1,3,,0
2009,NHL,TOR,OTT,4,2,,0
2009,NHL,TOR,PHI,1,3,,0
2009,NHL,TOR,PHO,0,1,,0
2009,NHL,TOR,PIT,1,2,,1
2009,NHL,TOR,SJS,0,1,,0
2009,NHL,TOR,STL,0,1,,0
2009,NHL,TOR,TBL,2,0,,2
2009,NHL,TOR,VAN,0,2,,0
2009,NHL,TOR,WAS,2,2,,0
2009,NHL,VAN,AND,2,2,,0
2009,NHL,VAN,ATL,1,0,,0
2009,NHL,VAN,BOS,1,0,,0
2009,NHL,VAN,BUF,1,0,,0
2009,NHL,VAN,CAL,3,2,,1
2009,NHL,VAN,CAR,0,1,,0
2009,NHL,VAN,CBS,3,1,,0
2009,NHL,VAN,CHI,2,2,,0
2009,NHL,VAN,COL,4,1,,1
2009,NHL,VAN,DAL,3,1,,0
2009,NHL,VAN,DET,1,2,,1
2009,NHL,VAN,EDM,4,2,,0
2009,NHL,VAN,FLO,1,0,,0
2009,NHL,VAN,LAK,3,1,,0
2009,NHL,VAN,MIN,4,2,,0
2009,NHL,VAN,MTL,1,1,,0
2009,NHL,VAN,NAS,2,2,,0
2009,NHL,VAN,NJD,1,0,,0
2009,NHL,VAN,NYI,0,1,,0
2009,NHL,VAN,NYR,1,0,,0
2009,NHL,VAN,OTT,1,1,,0
2009,NHL,VAN,PHI,1,0,,0
2009,NHL,VAN,PHO,2,0,,2
2009,NHL,VAN,PIT,1,0,,0
2009,NHL,VAN,SJS,1,3,,0
2009,NHL,VAN,STL,2,2,,0
2009,NHL,VAN,TBL,0,1,,0
2009,NHL,VAN,TOR,2,0,,0
2009,NHL,VAN,WAS,1,0,,0
2009,NHL,WAS,AND,1,0,,0
2009,NHL,WAS,ATL,6,0,,0
2009,NHL,WAS,BOS,3,0,,1
2009,NHL,WAS,BUF,3,1,,0
2009,NHL,WAS,CAL,0,1,,0
2009,NHL,WAS,CAR,3,1,,2
2009,NHL,WAS,CBS,1,0,,1
2009,NHL,WAS,CHI,1,0,,0
2009,NHL,WAS,COL,1,0,,0
2009,NHL,WAS,DAL,0,0,,1
2009,NHL,WAS,DET,1,1,,0
2009,NHL,WAS,EDM,1,0,,0
2009,NHL,WAS,FLO,6,0,,0
2009,NHL,WAS,LAK,0,1,,0
2009,NHL,WAS,MIN,1,0,,0
2009,NHL,WAS,MTL,2,1,,1
2009,NHL,WAS,NAS,1,0,,0
2009,NHL,WAS,NJD,1,2,,1
2009,NHL,WAS,NYI,3,0,,1
2009,NHL,WAS,NYR,3,1,,0
2009,NHL,WAS,OTT,1,1,,2
2009,NHL,WAS,PHI,3,0,,1
2009,NHL,WAS,PHO,1,0,,0
2009,NHL,WAS,PIT,4,0,,0
2009,NHL,WAS,SJS,1,1,,0
2009,NHL,WAS,STL,0,0,,1
2009,NHL,WAS,TBL,4,2,,0
2009,NHL,WAS,TOR,2,1,,1
2009,NHL,WAS,VAN,0,1,,0
2010,NHL,AND,ATL,0,0,,1
